name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
,5738,,2279,3125,1,19.7,2,120,,connector,20,"LINESTRING (-111.9403000 33.4291283, -111.9404249 33.4292718)",auto;bike;walk,1,0,,
,5739,,3126,2479,1,47.54,2,120,,connector,20,"LINESTRING (-111.9333256 33.4309301, -111.9336040 33.4312899)",auto;bike;walk,1,0,,
,5740,,2479,3126,1,47.54,2,120,,connector,20,"LINESTRING (-111.9336040 33.4312899, -111.9333256 33.4309301)",auto;bike;walk,1,0,,
,5741,,3127,2480,1,57.48,2,120,,connector,20,"LINESTRING (-111.9311111 33.4302089, -111.9305060 33.4303157)",auto;bike;walk,1,0,,
,5742,,2480,3127,1,57.48,2,120,,connector,20,"LINESTRING (-111.9305060 33.4303157, -111.9311111 33.4302089)",auto;bike;walk,1,0,,
,5743,,3128,2001,1,59.68,2,120,,connector,20,"LINESTRING (-111.9301645 33.4297052, -111.9300228 33.4291802)",auto;bike;walk,1,0,,
,5744,,2001,3128,1,59.68,2,120,,connector,20,"LINESTRING (-111.9300228 33.4291802, -111.9301645 33.4297052)",auto;bike;walk,1,0,,
,5745,,3129,2482,1,77.32,2,120,,connector,20,"LINESTRING (-111.9342783 33.4308255, -111.9343684 33.4315188)",auto;bike;walk,1,0,,
,5746,,2482,3129,1,77.32,2,120,,connector,20,"LINESTRING (-111.9343684 33.4315188, -111.9342783 33.4308255)",auto;bike;walk,1,0,,
,5747,,3130,796,1,22.97,2,120,,connector,20,"LINESTRING (-111.9286924 33.4215545, -111.9289364 33.4215873)",auto;bike;walk,1,0,,
,5748,,796,3130,1,22.97,2,120,,connector,20,"LINESTRING (-111.9289364 33.4215873, -111.9286924 33.4215545)",auto;bike;walk,1,0,,
,5749,,3131,2216,1,8.63,2,120,,connector,20,"LINESTRING (-111.9403928 33.4256204, -111.9403000 33.4256178)",auto;bike;walk,1,0,,
,5750,,2216,3131,1,8.63,2,120,,connector,20,"LINESTRING (-111.9403000 33.4256178, -111.9403928 33.4256204)",auto;bike;walk,1,0,,
,5751,,3132,2222,1,3.58,2,120,,connector,20,"LINESTRING (-111.9403114 33.4265426, -111.9403000 33.4265735)",auto;bike;walk,1,0,,
,5752,,2222,3132,1,3.58,2,120,,connector,20,"LINESTRING (-111.9403000 33.4265735, -111.9403114 33.4265426)",auto;bike;walk,1,0,,
,5753,,3133,2222,1,3.67,2,120,,connector,20,"LINESTRING (-111.9402850 33.4265429, -111.9403000 33.4265735)",auto;bike;walk,1,0,,
,5754,,2222,3133,1,3.67,2,120,,connector,20,"LINESTRING (-111.9403000 33.4265735, -111.9402850 33.4265429)",auto;bike;walk,1,0,,
,5755,,3134,2222,1,5.24,2,120,,connector,20,"LINESTRING (-111.9402567 33.4265432, -111.9403000 33.4265735)",auto;bike;walk,1,0,,
,5756,,2222,3134,1,5.24,2,120,,connector,20,"LINESTRING (-111.9403000 33.4265735, -111.9402567 33.4265432)",auto;bike;walk,1,0,,
,5757,,3135,2212,1,4.41,2,120,,connector,20,"LINESTRING (-111.9403162 33.4264198, -111.9403000 33.4263824)",auto;bike;walk,1,0,,
,5758,,2212,3135,1,4.41,2,120,,connector,20,"LINESTRING (-111.9403000 33.4263824, -111.9403162 33.4264198)",auto;bike;walk,1,0,,
,5759,,3136,2212,1,5.25,2,120,,connector,20,"LINESTRING (-111.9402656 33.4264200, -111.9403000 33.4263824)",auto;bike;walk,1,0,,
,5760,,2212,3136,1,5.25,2,120,,connector,20,"LINESTRING (-111.9403000 33.4263824, -111.9402656 33.4264200)",auto;bike;walk,1,0,,
,5761,,3137,2264,1,24.63,2,120,,connector,20,"LINESTRING (-111.9405623 33.4242856, -111.9403000 33.4242546)",auto;bike;walk,1,0,,
,5762,,2264,3137,1,24.63,2,120,,connector,20,"LINESTRING (-111.9403000 33.4242546, -111.9405623 33.4242856)",auto;bike;walk,1,0,,
,5763,,3138,1907,1,17.87,2,120,,connector,20,"LINESTRING (-111.9396528 33.4224170, -111.9398450 33.4224183)",auto;bike;walk,1,0,,
,5764,,1907,3138,1,17.87,2,120,,connector,20,"LINESTRING (-111.9398450 33.4224183, -111.9396528 33.4224170)",auto;bike;walk,1,0,,
,5765,,3139,99,1,31.7,2,120,,connector,20,"LINESTRING (-111.9384656 33.4202165, -111.9381248 33.4202238)",auto;bike;walk,1,0,,
,5766,,99,3139,1,31.7,2,120,,connector,20,"LINESTRING (-111.9381248 33.4202238, -111.9384656 33.4202165)",auto;bike;walk,1,0,,
,5767,,3140,1753,1,6.44,2,120,,connector,20,"LINESTRING (-111.9270717 33.4148631, -111.9271085 33.4149124)",auto;bike;walk,1,0,,
,5768,,1753,3140,1,6.44,2,120,,connector,20,"LINESTRING (-111.9271085 33.4149124, -111.9270717 33.4148631)",auto;bike;walk,1,0,,
,5769,,3141,1753,1,6.92,2,120,,connector,20,"LINESTRING (-111.9271532 33.4148625, -111.9271085 33.4149124)",auto;bike;walk,1,0,,
,5770,,1753,3141,1,6.92,2,120,,connector,20,"LINESTRING (-111.9271085 33.4149124, -111.9271532 33.4148625)",auto;bike;walk,1,0,,
,5771,,3142,1753,1,13.59,2,120,,connector,20,"LINESTRING (-111.9272416 33.4148616, -111.9271085 33.4149124)",auto;bike;walk,1,0,,
,5772,,1753,3142,1,13.59,2,120,,connector,20,"LINESTRING (-111.9271085 33.4149124, -111.9272416 33.4148616)",auto;bike;walk,1,0,,
,5773,,3143,627,1,7.81,2,120,,connector,20,"LINESTRING (-111.9273311 33.4148603, -111.9273946 33.4148143)",auto;bike;walk,1,0,,
,5774,,627,3143,1,7.81,2,120,,connector,20,"LINESTRING (-111.9273946 33.4148143, -111.9273311 33.4148603)",auto;bike;walk,1,0,,
,5775,,3144,627,1,5.28,2,120,,connector,20,"LINESTRING (-111.9274141 33.4148591, -111.9273946 33.4148143)",auto;bike;walk,1,0,,
,5776,,627,3144,1,5.28,2,120,,connector,20,"LINESTRING (-111.9273946 33.4148143, -111.9274141 33.4148591)",auto;bike;walk,1,0,,
,5777,,3145,627,1,10.61,2,120,,connector,20,"LINESTRING (-111.9274952 33.4148594, -111.9273946 33.4148143)",auto;bike;walk,1,0,,
,5778,,627,3145,1,10.61,2,120,,connector,20,"LINESTRING (-111.9273946 33.4148143, -111.9274952 33.4148594)",auto;bike;walk,1,0,,
,5779,,3146,627,1,28.66,2,120,,connector,20,"LINESTRING (-111.9276985 33.4148579, -111.9273946 33.4148143)",auto;bike;walk,1,0,,
,5780,,627,3146,1,28.66,2,120,,connector,20,"LINESTRING (-111.9273946 33.4148143, -111.9276985 33.4148579)",auto;bike;walk,1,0,,
,5781,,3147,1754,1,21.02,2,120,,connector,20,"LINESTRING (-111.9277886 33.4148563, -111.9280072 33.4149048)",auto;bike;walk,1,0,,
,5782,,1754,3147,1,21.02,2,120,,connector,20,"LINESTRING (-111.9280072 33.4149048, -111.9277886 33.4148563)",auto;bike;walk,1,0,,
,5783,,3148,1754,1,13.96,2,120,,connector,20,"LINESTRING (-111.9278695 33.4148547, -111.9280072 33.4149048)",auto;bike;walk,1,0,,
,5784,,1754,3148,1,13.96,2,120,,connector,20,"LINESTRING (-111.9280072 33.4149048, -111.9278695 33.4148547)",auto;bike;walk,1,0,,
,5785,,3149,1754,1,7.95,2,120,,connector,20,"LINESTRING (-111.9280670 33.4148535, -111.9280072 33.4149048)",auto;bike;walk,1,0,,
,5786,,1754,3149,1,7.95,2,120,,connector,20,"LINESTRING (-111.9280072 33.4149048, -111.9280670 33.4148535)",auto;bike;walk,1,0,,
,5787,,3150,1754,1,14.59,2,120,,connector,20,"LINESTRING (-111.9281516 33.4148532, -111.9280072 33.4149048)",auto;bike;walk,1,0,,
,5788,,1754,3150,1,14.59,2,120,,connector,20,"LINESTRING (-111.9280072 33.4149048, -111.9281516 33.4148532)",auto;bike;walk,1,0,,
,5789,,3151,1754,1,21.92,2,120,,connector,20,"LINESTRING (-111.9282347 33.4148529, -111.9280072 33.4149048)",auto;bike;walk,1,0,,
,5790,,1754,3151,1,21.92,2,120,,connector,20,"LINESTRING (-111.9280072 33.4149048, -111.9282347 33.4148529)",auto;bike;walk,1,0,,
,5791,,3152,1754,1,28.94,2,120,,connector,20,"LINESTRING (-111.9283121 33.4148525, -111.9280072 33.4149048)",auto;bike;walk,1,0,,
,5792,,1754,3152,1,28.94,2,120,,connector,20,"LINESTRING (-111.9280072 33.4149048, -111.9283121 33.4148525)",auto;bike;walk,1,0,,
,5793,,3153,624,1,24.67,2,120,,connector,20,"LINESTRING (-111.9283936 33.4148515, -111.9285601 33.4146783)",auto;bike;walk,1,0,,
,5794,,624,3153,1,24.67,2,120,,connector,20,"LINESTRING (-111.9285601 33.4146783, -111.9283936 33.4148515)",auto;bike;walk,1,0,,
,5795,,3154,624,1,19.19,2,120,,connector,20,"LINESTRING (-111.9285890 33.4148497, -111.9285601 33.4146783)",auto;bike;walk,1,0,,
,5796,,624,3154,1,19.19,2,120,,connector,20,"LINESTRING (-111.9285601 33.4146783, -111.9285890 33.4148497)",auto;bike;walk,1,0,,
,5797,,3155,624,1,21.52,2,120,,connector,20,"LINESTRING (-111.9286712 33.4148486, -111.9285601 33.4146783)",auto;bike;walk,1,0,,
,5798,,624,3155,1,21.52,2,120,,connector,20,"LINESTRING (-111.9285601 33.4146783, -111.9286712 33.4148486)",auto;bike;walk,1,0,,
,5799,,3156,838,1,23.33,2,120,,connector,20,"LINESTRING (-111.9287539 33.4148481, -111.9289989 33.4148027)",auto;bike;walk,1,0,,
,5800,,838,3156,1,23.33,2,120,,connector,20,"LINESTRING (-111.9289989 33.4148027, -111.9287539 33.4148481)",auto;bike;walk,1,0,,
,5801,,3157,838,1,15.95,2,120,,connector,20,"LINESTRING (-111.9288355 33.4148462, -111.9289989 33.4148027)",auto;bike;walk,1,0,,
,5802,,838,3157,1,15.95,2,120,,connector,20,"LINESTRING (-111.9289989 33.4148027, -111.9288355 33.4148462)",auto;bike;walk,1,0,,
,5803,,3158,838,1,8.94,2,120,,connector,20,"LINESTRING (-111.9289175 33.4148457, -111.9289989 33.4148027)",auto;bike;walk,1,0,,
,5804,,838,3158,1,8.94,2,120,,connector,20,"LINESTRING (-111.9289989 33.4148027, -111.9289175 33.4148457)",auto;bike;walk,1,0,,
,5805,,3159,808,1,11.08,2,120,,connector,20,"LINESTRING (-111.9292640 33.4148430, -111.9291477 33.4148647)",auto;bike;walk,1,0,,
,5806,,808,3159,1,11.08,2,120,,connector,20,"LINESTRING (-111.9291477 33.4148647, -111.9292640 33.4148430)",auto;bike;walk,1,0,,
,5807,,3160,1755,1,23.27,2,120,,connector,20,"LINESTRING (-111.9294596 33.4148409, -111.9297086 33.4148622)",auto;bike;walk,1,0,,
,5808,,1755,3160,1,23.27,2,120,,connector,20,"LINESTRING (-111.9297086 33.4148622, -111.9294596 33.4148409)",auto;bike;walk,1,0,,
,5809,,3161,1755,1,15.65,2,120,,connector,20,"LINESTRING (-111.9295423 33.4148405, -111.9297086 33.4148622)",auto;bike;walk,1,0,,
,5810,,1755,3161,1,15.65,2,120,,connector,20,"LINESTRING (-111.9297086 33.4148622, -111.9295423 33.4148405)",auto;bike;walk,1,0,,
,5811,,3162,1755,1,8.25,2,120,,connector,20,"LINESTRING (-111.9296244 33.4148389, -111.9297086 33.4148622)",auto;bike;walk,1,0,,
,5812,,1755,3162,1,8.25,2,120,,connector,20,"LINESTRING (-111.9297086 33.4148622, -111.9296244 33.4148389)",auto;bike;walk,1,0,,
,5813,,3163,1755,1,2.6,2,120,,connector,20,"LINESTRING (-111.9297052 33.4148389, -111.9297086 33.4148622)",auto;bike;walk,1,0,,
,5814,,1755,3163,1,2.6,2,120,,connector,20,"LINESTRING (-111.9297086 33.4148622, -111.9297052 33.4148389)",auto;bike;walk,1,0,,
,5815,,3164,1755,1,7.93,2,120,,connector,20,"LINESTRING (-111.9297890 33.4148384, -111.9297086 33.4148622)",auto;bike;walk,1,0,,
,5816,,1755,3164,1,7.93,2,120,,connector,20,"LINESTRING (-111.9297086 33.4148622, -111.9297890 33.4148384)",auto;bike;walk,1,0,,
,5817,,3165,603,1,14.39,2,120,,connector,20,"LINESTRING (-111.9298692 33.4148379, -111.9300149 33.4147941)",auto;bike;walk,1,0,,
,5818,,603,3165,1,14.39,2,120,,connector,20,"LINESTRING (-111.9300149 33.4147941, -111.9298692 33.4148379)",auto;bike;walk,1,0,,
,5819,,3166,603,1,7.57,2,120,,connector,20,"LINESTRING (-111.9299519 33.4148373, -111.9300149 33.4147941)",auto;bike;walk,1,0,,
,5820,,603,3166,1,7.57,2,120,,connector,20,"LINESTRING (-111.9300149 33.4147941, -111.9299519 33.4148373)",auto;bike;walk,1,0,,
,5821,,3167,603,1,4.88,2,120,,connector,20,"LINESTRING (-111.9300334 33.4148354, -111.9300149 33.4147941)",auto;bike;walk,1,0,,
,5822,,603,3167,1,4.88,2,120,,connector,20,"LINESTRING (-111.9300149 33.4147941, -111.9300334 33.4148354)",auto;bike;walk,1,0,,
,5823,,3168,1739,1,13.76,2,120,,connector,20,"LINESTRING (-111.9352030 33.4148352, -111.9350560 33.4148208)",auto;bike;walk,1,0,,
,5824,,1739,3168,1,13.76,2,120,,connector,20,"LINESTRING (-111.9350560 33.4148208, -111.9352030 33.4148352)",auto;bike;walk,1,0,,
,5825,,3169,2160,1,15.75,2,120,,connector,20,"LINESTRING (-111.9346665 33.4145483, -111.9348345 33.4145662)",auto;bike;walk,1,0,,
,5826,,2160,3169,1,15.75,2,120,,connector,20,"LINESTRING (-111.9348345 33.4145662, -111.9346665 33.4145483)",auto;bike;walk,1,0,,
,5827,,3170,2462,1,24.66,2,120,,connector,20,"LINESTRING (-111.9311430 33.4148744, -111.9314060 33.4148457)",auto;bike;walk,1,0,,
,5828,,2462,3170,1,24.66,2,120,,connector,20,"LINESTRING (-111.9314060 33.4148457, -111.9311430 33.4148744)",auto;bike;walk,1,0,,
,5829,,3171,1821,1,29.86,2,120,,connector,20,"LINESTRING (-111.9366303 33.4314587, -111.9367661 33.4312147)",auto;bike;walk,1,0,,
,5830,,1821,3171,1,29.86,2,120,,connector,20,"LINESTRING (-111.9367661 33.4312147, -111.9366303 33.4314587)",auto;bike;walk,1,0,,
,5831,,3172,562,1,8.72,2,120,,connector,20,"LINESTRING (-111.9387367 33.4270582, -111.9388300 33.4270662)",auto;bike;walk,1,0,,
,5832,,562,3172,1,8.72,2,120,,connector,20,"LINESTRING (-111.9388300 33.4270662, -111.9387367 33.4270582)",auto;bike;walk,1,0,,
,5833,,3173,2271,1,27.07,2,120,,connector,20,"LINESTRING (-111.9381822 33.4266317, -111.9380712 33.4264059)",auto;bike;walk,1,0,,
,5834,,2271,3173,1,27.07,2,120,,connector,20,"LINESTRING (-111.9380712 33.4264059, -111.9381822 33.4266317)",auto;bike;walk,1,0,,
,5835,,3174,561,1,21.38,2,120,,connector,20,"LINESTRING (-111.9382304 33.4261175, -111.9381690 33.4259317)",auto;bike;walk,1,0,,
,5836,,561,3174,1,21.38,2,120,,connector,20,"LINESTRING (-111.9381690 33.4259317, -111.9382304 33.4261175)",auto;bike;walk,1,0,,
,5837,,3175,1829,1,20.83,2,120,,connector,20,"LINESTRING (-111.9367356 33.4259302, -111.9365177 33.4258866)",auto;bike;walk,1,0,,
,5838,,1829,3175,1,20.83,2,120,,connector,20,"LINESTRING (-111.9365177 33.4258866, -111.9367356 33.4259302)",auto;bike;walk,1,0,,
,5839,,3176,1588,1,9.65,2,120,,connector,20,"LINESTRING (-111.9373249 33.4177814, -111.9372498 33.4177213)",auto;bike;walk,1,0,,
,5840,,1588,3176,1,9.65,2,120,,connector,20,"LINESTRING (-111.9372498 33.4177213, -111.9373249 33.4177814)",auto;bike;walk,1,0,,
,5841,,3177,1604,1,7.4,2,120,,connector,20,"LINESTRING (-111.9384510 33.4178302, -111.9384844 33.4178908)",auto;bike;walk,1,0,,
,5842,,1604,3177,1,7.4,2,120,,connector,20,"LINESTRING (-111.9384844 33.4178908, -111.9384510 33.4178302)",auto;bike;walk,1,0,,
,5843,,3178,1604,1,6.59,2,120,,connector,20,"LINESTRING (-111.9385069 33.4178344, -111.9384844 33.4178908)",auto;bike;walk,1,0,,
,5844,,1604,3178,1,6.59,2,120,,connector,20,"LINESTRING (-111.9384844 33.4178908, -111.9385069 33.4178344)",auto;bike;walk,1,0,,
,5845,,3179,2194,1,10.58,2,120,,connector,20,"LINESTRING (-111.9383844 33.4181645, -111.9383510 33.4182558)",auto;bike;walk,1,0,,
,5846,,2194,3179,1,10.58,2,120,,connector,20,"LINESTRING (-111.9383510 33.4182558, -111.9383844 33.4181645)",auto;bike;walk,1,0,,
,5847,,3180,1293,1,10.65,2,120,,connector,20,"LINESTRING (-111.9335547 33.4177764, -111.9334803 33.4177034)",auto;bike;walk,1,0,,
,5848,,1293,3180,1,10.65,2,120,,connector,20,"LINESTRING (-111.9334803 33.4177034, -111.9335547 33.4177764)",auto;bike;walk,1,0,,
,5849,,3181,2085,1,21.33,2,120,,connector,20,"LINESTRING (-111.9379797 33.4195047, -111.9380627 33.4196841)",auto;bike;walk,1,0,,
,5850,,2085,3181,1,21.33,2,120,,connector,20,"LINESTRING (-111.9380627 33.4196841, -111.9379797 33.4195047)",auto;bike;walk,1,0,,
,5851,,3182,1288,1,10.93,2,120,,connector,20,"LINESTRING (-111.9371116 33.4202174, -111.9370525 33.4201322)",auto;bike;walk,1,0,,
,5852,,1288,3182,1,10.93,2,120,,connector,20,"LINESTRING (-111.9370525 33.4201322, -111.9371116 33.4202174)",auto;bike;walk,1,0,,
,5853,,3183,1288,1,20.23,2,120,,connector,20,"LINESTRING (-111.9372297 33.4202380, -111.9370525 33.4201322)",auto;bike;walk,1,0,,
,5854,,1288,3183,1,20.23,2,120,,connector,20,"LINESTRING (-111.9370525 33.4201322, -111.9372297 33.4202380)",auto;bike;walk,1,0,,
,5855,,3184,96,1,44.28,2,120,,connector,20,"LINESTRING (-111.9386082 33.4212937, -111.9381410 33.4212157)",auto;bike;walk,1,0,,
,5856,,96,3184,1,44.28,2,120,,connector,20,"LINESTRING (-111.9381410 33.4212157, -111.9386082 33.4212937)",auto;bike;walk,1,0,,
,5857,,3185,931,1,34.92,2,120,,connector,20,"LINESTRING (-111.9359253 33.4186964, -111.9355619 33.4187761)",auto;bike;walk,1,0,,
,5858,,931,3185,1,34.92,2,120,,connector,20,"LINESTRING (-111.9355619 33.4187761, -111.9359253 33.4186964)",auto;bike;walk,1,0,,
,5859,,3186,1498,1,33.64,2,120,,connector,20,"LINESTRING (-111.9322453 33.4231965, -111.9318850 33.4232246)",auto;bike;walk,1,0,,
,5860,,1498,3186,1,33.64,2,120,,connector,20,"LINESTRING (-111.9318850 33.4232246, -111.9322453 33.4231965)",auto;bike;walk,1,0,,
,5861,,3187,1208,1,13.47,2,120,,connector,20,"LINESTRING (-111.9292505 33.4222281, -111.9291630 33.4221313)",auto;bike;walk,1,0,,
,5862,,1208,3187,1,13.47,2,120,,connector,20,"LINESTRING (-111.9291630 33.4221313, -111.9292505 33.4222281)",auto;bike;walk,1,0,,
,5863,,3188,1046,1,13.87,2,120,,connector,20,"LINESTRING (-111.9272208 33.4193605, -111.9272473 33.4192374)",auto;bike;walk,1,0,,
,5864,,1046,3188,1,13.87,2,120,,connector,20,"LINESTRING (-111.9272473 33.4192374, -111.9272208 33.4193605)",auto;bike;walk,1,0,,
,5865,,3189,1986,1,14.55,2,120,,connector,20,"LINESTRING (-111.9277664 33.4196841, -111.9278342 33.4198024)",auto;bike;walk,1,0,,
,5866,,1986,3189,1,14.55,2,120,,connector,20,"LINESTRING (-111.9278342 33.4198024, -111.9277664 33.4196841)",auto;bike;walk,1,0,,
,5867,,3190,1446,1,37.22,2,120,,connector,20,"LINESTRING (-111.9270184 33.4185757, -111.9269871 33.4189104)",auto;bike;walk,1,0,,
,5868,,1446,3190,1,37.22,2,120,,connector,20,"LINESTRING (-111.9269871 33.4189104, -111.9270184 33.4185757)",auto;bike;walk,1,0,,
,5869,,3191,1256,1,12.59,2,120,,connector,20,"LINESTRING (-111.9302285 33.4185842, -111.9302100 33.4184717)",auto;bike;walk,1,0,,
,5870,,1256,3191,1,12.59,2,120,,connector,20,"LINESTRING (-111.9302100 33.4184717, -111.9302285 33.4185842)",auto;bike;walk,1,0,,
,5871,,3192,289,1,44.43,2,120,,connector,20,"LINESTRING (-111.9271060 33.4215230, -111.9272837 33.4211510)",auto;bike;walk,1,0,,
,5872,,289,3192,1,44.43,2,120,,connector,20,"LINESTRING (-111.9272837 33.4211510, -111.9271060 33.4215230)",auto;bike;walk,1,0,,
,5873,,3193,694,1,26.01,2,120,,connector,20,"LINESTRING (-111.9298229 33.4218747, -111.9295985 33.4220148)",auto;bike;walk,1,0,,
,5874,,694,3193,1,26.01,2,120,,connector,20,"LINESTRING (-111.9295985 33.4220148, -111.9298229 33.4218747)",auto;bike;walk,1,0,,
,5875,,3194,1297,1,39.22,2,120,,connector,20,"LINESTRING (-111.9321855 33.4184788, -111.9317701 33.4184168)",auto;bike;walk,1,0,,
,5876,,1297,3194,1,39.22,2,120,,connector,20,"LINESTRING (-111.9317701 33.4184168, -111.9321855 33.4184788)",auto;bike;walk,1,0,,
,5877,,3195,526,1,33.25,2,120,,connector,20,"LINESTRING (-111.9339594 33.4183824, -111.9338244 33.4181047)",auto;bike;walk,1,0,,
,5878,,526,3195,1,33.25,2,120,,connector,20,"LINESTRING (-111.9338244 33.4181047, -111.9339594 33.4183824)",auto;bike;walk,1,0,,
,5879,,3196,1535,1,27.66,2,120,,connector,20,"LINESTRING (-111.9352471 33.4222632, -111.9350658 33.4220654)",auto;bike;walk,1,0,,
,5880,,1535,3196,1,27.66,2,120,,connector,20,"LINESTRING (-111.9350658 33.4220654, -111.9352471 33.4222632)",auto;bike;walk,1,0,,
,5881,,3197,2350,1,7.83,2,120,,connector,20,"LINESTRING (-111.9378725 33.4181779, -111.9377952 33.4182060)",auto;bike;walk,1,0,,
,5882,,2350,3197,1,7.83,2,120,,connector,20,"LINESTRING (-111.9377952 33.4182060, -111.9378725 33.4181779)",auto;bike;walk,1,0,,
,5883,,3198,2350,1,9.7,2,120,,connector,20,"LINESTRING (-111.9378276 33.4181228, -111.9377952 33.4182060)",auto;bike;walk,1,0,,
,5884,,2350,3198,1,9.7,2,120,,connector,20,"LINESTRING (-111.9377952 33.4182060, -111.9378276 33.4181228)",auto;bike;walk,1,0,,
,5885,,3199,1637,1,22.4,2,120,,connector,20,"LINESTRING (-111.9372500 33.4180580, -111.9372540 33.4182600)",auto;bike;walk,1,0,,
,5886,,1637,3199,1,22.4,2,120,,connector,20,"LINESTRING (-111.9372540 33.4182600, -111.9372500 33.4180580)",auto;bike;walk,1,0,,
,5887,,3200,945,1,18.04,2,120,,connector,20,"LINESTRING (-111.9372572 33.4185059, -111.9372542 33.4183432)",auto;bike;walk,1,0,,
,5888,,945,3200,1,18.04,2,120,,connector,20,"LINESTRING (-111.9372542 33.4183432, -111.9372572 33.4185059)",auto;bike;walk,1,0,,
,5889,,3201,930,1,14.22,2,120,,connector,20,"LINESTRING (-111.9353197 33.4187183, -111.9354538 33.4187800)",auto;bike;walk,1,0,,
,5890,,930,3201,1,14.22,2,120,,connector,20,"LINESTRING (-111.9354538 33.4187800, -111.9353197 33.4187183)",auto;bike;walk,1,0,,
,5891,,3202,555,1,10.99,2,120,,connector,20,"LINESTRING (-111.9360084 33.4165161, -111.9361110 33.4165652)",auto;bike;walk,1,0,,
,5892,,555,3202,1,10.99,2,120,,connector,20,"LINESTRING (-111.9361110 33.4165652, -111.9360084 33.4165161)",auto;bike;walk,1,0,,
,5893,,3203,2440,1,11.42,2,120,,connector,20,"LINESTRING (-111.9346071 33.4184280, -111.9345856 33.4185294)",auto;bike;walk,1,0,,
,5894,,2440,3203,1,11.42,2,120,,connector,20,"LINESTRING (-111.9345856 33.4185294, -111.9346071 33.4184280)",auto;bike;walk,1,0,,
,5895,,3204,526,1,33.99,2,120,,connector,20,"LINESTRING (-111.9341633 33.4182197, -111.9338244 33.4181047)",auto;bike;walk,1,0,,
,5896,,526,3204,1,33.99,2,120,,connector,20,"LINESTRING (-111.9338244 33.4181047, -111.9341633 33.4182197)",auto;bike;walk,1,0,,
,5897,,3205,2449,1,9.95,2,120,,connector,20,"LINESTRING (-111.9329845 33.4185296, -111.9330815 33.4184918)",auto;bike;walk,1,0,,
,5898,,2449,3205,1,9.95,2,120,,connector,20,"LINESTRING (-111.9330815 33.4184918, -111.9329845 33.4185296)",auto;bike;walk,1,0,,
,5899,,3206,2444,1,22.22,2,120,,connector,20,"LINESTRING (-111.9351038 33.4183266, -111.9351043 33.4185270)",auto;bike;walk,1,0,,
,5900,,2444,3206,1,22.22,2,120,,connector,20,"LINESTRING (-111.9351043 33.4185270, -111.9351038 33.4183266)",auto;bike;walk,1,0,,
,5901,,3207,1759,1,39.71,2,120,,connector,20,"LINESTRING (-111.9296141 33.4160583, -111.9300131 33.4159306)",auto;bike;walk,1,0,,
,5902,,1759,3207,1,39.71,2,120,,connector,20,"LINESTRING (-111.9300131 33.4159306, -111.9296141 33.4160583)",auto;bike;walk,1,0,,
,5903,,3208,1921,1,37.6,2,120,,connector,20,"LINESTRING (-111.9377247 33.4222510, -111.9380573 33.4220580)",auto;bike;walk,1,0,,
,5904,,1921,3208,1,37.6,2,120,,connector,20,"LINESTRING (-111.9380573 33.4220580, -111.9377247 33.4222510)",auto;bike;walk,1,0,,
